month,month_name,origin_state_abbr,operating_airline,flights,cancelled_flights,on_time_flights,dep_delayed_any,dep_delayed_15,dep_delayed_30,dep_delayed_60,dep_delayed_120,arr_delayed_any,arr_delayed_15,arr_delayed_30,arr_delayed_60,arr_delayed_120,sum_departure_delay_min,sum_arrival_delay_min,sum_total_delay_min,arr_delay_rate_any,dep_delay_rate_any,cancel_rate,avg_arrival_delay_min,avg_departure_delay_min,avg_total_delay_min
1,January,FL,G4,2609.0,34.0,1793.0,817.0,534.0,377.0,197.0,85.0,782.0,503.0,354.0,192.0,85.0,44480.0,42590.0,40801.0,0.29973169796857035,0.31314679954005364,0.013031812955155231,16.32426216941357,17.048677654273668,15.638558834802607
1,January,FL,MQ,2379.0,57.0,1307.0,868.0,474.0,291.0,115.0,23.0,1015.0,557.0,331.0,136.0,31.0,25438.0,29825.0,26679.0,0.4266498528793611,0.36485918453131566,0.02395964691046658,12.536780159730979,10.692728036990331,11.21437578814628
1,January,FL,NK,5939.0,77.0,3003.0,3254.0,2011.0,1326.0,633.0,200.0,2859.0,1830.0,1210.0,599.0,186.0,127316.0,118371.0,111364.0,0.4813941741033844,0.5479036874894764,0.01296514564741539,19.931133187405287,21.43727900319919,18.751304933490488
1,January,FL,OH,544.0,19.0,342.0,181.0,121.0,95.0,65.0,39.0,183.0,124.0,96.0,62.0,36.0,15854.0,15476.0,15040.0,0.33639705882352944,0.3327205882352941,0.034926470588235295,28.448529411764707,29.143382352941178,27.647058823529413
1,January,FL,OO,16.0,0.0,5.0,7.0,6.0,4.0,2.0,0.0,11.0,6.0,4.0,2.0,0.0,302.0,296.0,269.0,0.6875,0.4375,0.0,18.5,18.875,16.8125
1,January,FL,UA,5325.0,611.0,3205.0,1644.0,887.0,607.0,391.0,209.0,1509.0,898.0,595.0,370.0,199.0,86428.0,84010.0,80084.0,0.28338028169014085,0.3087323943661972,0.11474178403755869,15.776525821596245,16.230610328638498,15.03924882629108
1,January,FL,WN,9929.0,234.0,5037.0,5321.0,2822.0,1573.0,619.0,203.0,4658.0,2671.0,1566.0,647.0,215.0,152717.0,149844.0,136566.0,0.4691308288850841,0.5359049249672676,0.023567328029005942,15.091550005035755,15.380904421391882,13.754255212005237
1,January,FL,YX,310.0,10.0,210.0,84.0,52.0,38.0,25.0,11.0,90.0,53.0,35.0,23.0,11.0,5155.0,4849.0,4602.0,0.2903225806451613,0.2709677419354839,0.03225806451612903,15.641935483870968,16.629032258064516,14.845161290322581
1,January,GA,9E,2830.0,72.0,1763.0,953.0,658.0,468.0,283.0,126.0,995.0,641.0,457.0,275.0,131.0,63309.0,63016.0,60679.0,0.35159010600706714,0.33674911660777385,0.025441696113074206,22.26713780918728,22.370671378091874,21.441342756183747
1,January,GA,AA,671.0,3.0,384.0,235.0,148.0,113.0,72.0,33.0,284.0,166.0,110.0,71.0,33.0,16099.0,16589.0,15781.0,0.4232488822652757,0.3502235469448584,0.004470938897168405,24.72280178837556,23.992548435171386,23.518628912071534
1,January,GA,AS,68.0,15.0,39.0,21.0,8.0,6.0,1.0,0.0,14.0,8.0,2.0,1.0,0.0,398.0,299.0,240.0,0.20588235294117646,0.3088235294117647,0.22058823529411764,4.397058823529412,5.852941176470588,3.5294117647058822
1,January,GA,B6,333.0,2.0,181.0,152.0,99.0,72.0,40.0,18.0,150.0,97.0,67.0,38.0,17.0,8656.0,8490.0,8143.0,0.45045045045045046,0.45645645645645644,0.006006006006006006,25.495495495495497,25.993993993993993,24.453453453453452
1,January,GA,DL,16707.0,58.0,10954.0,5369.0,2849.0,1733.0,791.0,272.0,5695.0,2979.0,1750.0,756.0,257.0,182510.0,182578.0,165679.0,0.34087508230083197,0.32136230322619264,0.0034715987310708087,10.928233674507691,10.924163524271263,9.916741485604836
1,January,GA,F9,746.0,9.0,402.0,329.0,234.0,170.0,95.0,41.0,335.0,232.0,162.0,89.0,38.0,18594.0,18002.0,17346.0,0.44906166219839144,0.4410187667560322,0.012064343163538873,24.1313672922252,24.924932975871315,23.25201072386059
1,January,GA,G4,25.0,0.0,18.0,5.0,4.0,4.0,3.0,0.0,7.0,5.0,4.0,3.0,1.0,350.0,380.0,367.0,0.28,0.2,0.0,15.2,14.0,14.68
1,January,GA,MQ,197.0,4.0,103.0,87.0,50.0,32.0,17.0,6.0,90.0,50.0,34.0,15.0,6.0,4617.0,4571.0,4314.0,0.45685279187817257,0.4416243654822335,0.02030456852791878,23.20304568527919,23.436548223350254,21.898477157360407
1,January,GA,NK,938.0,6.0,505.0,485.0,304.0,187.0,94.0,38.0,427.0,275.0,176.0,94.0,39.0,20110.0,19024.0,18004.0,0.4552238805970149,0.5170575692963753,0.006396588486140725,20.281449893390192,21.439232409381663,19.19402985074627
1,January,GA,OH,477.0,15.0,314.0,147.0,97.0,70.0,44.0,23.0,148.0,92.0,62.0,45.0,24.0,10076.0,9734.0,9384.0,0.31027253668763105,0.3081761006289308,0.031446540880503145,20.40670859538784,21.12368972746331,19.67295597484277
1,January,GA,OO,1150.0,18.0,631.0,460.0,346.0,292.0,208.0,111.0,501.0,348.0,284.0,195.0,105.0,44293.0,42814.0,41870.0,0.4356521739130435,0.4,0.01565217391304348,37.229565217391304,38.51565217391305,36.40869565217391
1,January,GA,UA,615.0,35.0,429.0,170.0,90.0,70.0,39.0,24.0,151.0,94.0,66.0,37.0,24.0,10693.0,10298.0,9934.0,0.24552845528455283,0.2764227642276423,0.056910569105691054,16.744715447154473,17.3869918699187,16.152845528455284
1,January,GA,WN,3174.0,58.0,1689.0,1755.0,899.0,513.0,203.0,69.0,1427.0,809.0,467.0,202.0,69.0,50660.0,45927.0,41859.0,0.4495904221802142,0.552930056710775,0.018273471959672338,14.469754253308128,15.960932577189666,13.188090737240076
1,January,GA,YX,233.0,7.0,163.0,40.0,26.0,18.0,10.0,6.0,63.0,27.0,16.0,12.0,6.0,2150.0,2377.0,2172.0,0.2703862660944206,0.17167381974248927,0.030042918454935622,10.201716738197424,9.227467811158798,9.321888412017167
