month,month_name,origin_state_abbr,operating_airline,primary_delay_cause,flights,delayed_flights,sum_arrival_delay_min,sum_total_delay_min,delay_rate,avg_arrival_delay_min,avg_total_delay_min
1,January,ID,OO,Late Aircraft,55.0,53.0,6842.0,6842.0,0.9636363636363636,124.4,124.4
1,January,ID,OO,NAS,73.0,71.0,4185.0,4185.0,0.9726027397260274,57.32876712328767,57.32876712328767
1,January,ID,OO,No Delay,1078.0,0.0,1225.0,0.0,0.0,1.1363636363636365,0.0
1,January,ID,OO,Security,1.0,1.0,98.0,98.0,1.0,98.0,98.0
1,January,ID,OO,Weather,58.0,55.0,7650.0,7650.0,0.9482758620689655,131.89655172413794,131.89655172413794
1,January,ID,UA,Carrier,2.0,2.0,129.0,129.0,1.0,64.5,64.5
1,January,ID,UA,NAS,7.0,7.0,230.0,230.0,1.0,32.857142857142854,32.857142857142854
1,January,ID,UA,No Delay,63.0,0.0,48.0,0.0,0.0,0.7619047619047619,0.0
1,January,ID,UA,Weather,2.0,2.0,170.0,170.0,1.0,85.0,85.0
1,January,ID,WN,Carrier,5.0,5.0,505.0,505.0,1.0,101.0,101.0
1,January,ID,WN,Late Aircraft,40.0,38.0,1791.0,1791.0,0.95,44.775,44.775
1,January,ID,WN,NAS,25.0,24.0,815.0,815.0,0.96,32.6,32.6
1,January,ID,WN,No Delay,286.0,0.0,483.0,0.0,0.0,1.6888111888111887,0.0
1,January,IL,9E,Carrier,5.0,5.0,621.0,621.0,1.0,124.2,124.2
1,January,IL,9E,Late Aircraft,22.0,22.0,2743.0,2743.0,1.0,124.68181818181819,124.68181818181819
1,January,IL,9E,NAS,11.0,11.0,338.0,338.0,1.0,30.727272727272727,30.727272727272727
1,January,IL,9E,No Delay,90.0,0.0,82.0,0.0,0.0,0.9111111111111111,0.0
1,January,IL,9E,Weather,3.0,3.0,553.0,553.0,1.0,184.33333333333334,184.33333333333334
1,January,IL,AA,Carrier,264.0,258.0,24469.0,24469.0,0.9772727272727273,92.68560606060606,92.68560606060606
1,January,IL,AA,Late Aircraft,418.0,412.0,45271.0,45271.0,0.9856459330143541,108.30382775119617,108.30382775119617
1,January,IL,AA,NAS,505.0,480.0,21250.0,21250.0,0.9504950495049505,42.07920792079208,42.07920792079208
1,January,IL,AA,No Delay,2366.0,0.0,4147.0,0.0,0.0,1.7527472527472527,0.0
1,January,IL,AA,Security,3.0,3.0,1186.0,1186.0,1.0,395.3333333333333,395.3333333333333
1,January,IL,AA,Weather,130.0,128.0,9734.0,9734.0,0.9846153846153847,74.87692307692308,74.87692307692308
1,January,IL,AS,Carrier,9.0,9.0,627.0,627.0,1.0,69.66666666666667,69.66666666666667
1,January,IL,AS,Late Aircraft,8.0,7.0,484.0,484.0,0.875,60.5,60.5
1,January,IL,AS,NAS,8.0,8.0,534.0,534.0,1.0,66.75,66.75
1,January,IL,AS,No Delay,126.0,0.0,129.0,0.0,0.0,1.0238095238095237,0.0
1,January,IL,AS,Weather,6.0,6.0,421.0,421.0,1.0,70.16666666666667,70.16666666666667
1,January,IL,B6,Carrier,5.0,4.0,3197.0,3197.0,0.8,639.4,639.4
1,January,IL,B6,Late Aircraft,15.0,15.0,1179.0,1179.0,1.0,78.6,78.6
1,January,IL,B6,NAS,3.0,3.0,157.0,157.0,1.0,52.333333333333336,52.333333333333336
1,January,IL,B6,No Delay,66.0,0.0,76.0,0.0,0.0,1.1515151515151516,0.0
1,January,IL,B6,Weather,1.0,1.0,61.0,61.0,1.0,61.0,61.0
1,January,IL,DL,Carrier,46.0,45.0,6240.0,6240.0,0.9782608695652174,135.65217391304347,135.65217391304347
1,January,IL,DL,Late Aircraft,58.0,58.0,5429.0,5429.0,1.0,93.60344827586206,93.60344827586206
1,January,IL,DL,NAS,48.0,47.0,2013.0,2013.0,0.9791666666666666,41.9375,41.9375
1,January,IL,DL,No Delay,515.0,0.0,564.0,0.0,0.0,1.0951456310679613,0.0
1,January,IL,DL,Weather,22.0,22.0,5498.0,5498.0,1.0,249.9090909090909,249.9090909090909
1,January,IL,F9,Carrier,21.0,21.0,2596.0,2596.0,1.0,123.61904761904762,123.61904761904762
1,January,IL,F9,Late Aircraft,56.0,55.0,7531.0,7531.0,0.9821428571428571,134.48214285714286,134.48214285714286
1,January,IL,F9,NAS,31.0,29.0,1368.0,1368.0,0.9354838709677419,44.12903225806452,44.12903225806452
1,January,IL,F9,No Delay,220.0,0.0,230.0,0.0,0.0,1.0454545454545454,0.0
1,January,IL,F9,Weather,4.0,4.0,584.0,584.0,1.0,146.0,146.0
1,January,IL,G4,Carrier,9.0,9.0,1994.0,1994.0,1.0,221.55555555555554,221.55555555555554
1,January,IL,G4,Late Aircraft,28.0,28.0,3193.0,3193.0,1.0,114.03571428571429,114.03571428571429
1,January,IL,G4,NAS,24.0,23.0,927.0,927.0,0.9583333333333334,38.625,38.625
1,January,IL,G4,No Delay,240.0,0.0,273.0,0.0,0.0,1.1375,0.0
1,January,IL,G4,Weather,5.0,5.0,1462.0,1462.0,1.0,292.4,292.4
1,January,IL,MQ,Carrier,108.0,105.0,6020.0,6020.0,0.9722222222222222,55.74074074074074,55.74074074074074
1,January,IL,MQ,Late Aircraft,275.0,272.0,22033.0,22033.0,0.9890909090909091,80.12,80.12
1,January,IL,MQ,NAS,236.0,226.0,9209.0,9209.0,0.9576271186440678,39.021186440677965,39.021186440677965
1,January,IL,MQ,No Delay,1668.0,0.0,2914.0,0.0,0.0,1.7470023980815348,0.0
1,January,IL,MQ,Weather,160.0,157.0,16390.0,16390.0,0.98125,102.4375,102.4375
1,January,IL,NK,Carrier,24.0,24.0,1487.0,1487.0,1.0,61.958333333333336,61.958333333333336
1,January,IL,NK,Late Aircraft,43.0,43.0,3173.0,3173.0,1.0,73.79069767441861,73.79069767441861
1,January,IL,NK,NAS,136.0,134.0,7746.0,7746.0,0.9852941176470589,56.955882352941174,56.955882352941174
1,January,IL,NK,No Delay,418.0,0.0,612.0,0.0,0.0,1.4641148325358853,0.0
1,January,IL,NK,Security,3.0,3.0,78.0,78.0,1.0,26.0,26.0
1,January,IL,NK,Weather,13.0,12.0,592.0,592.0,0.9230769230769231,45.53846153846154,45.53846153846154
1,January,IL,OH,Carrier,8.0,8.0,1087.0,1087.0,1.0,135.875,135.875
1,January,IL,OH,Late Aircraft,10.0,10.0,937.0,937.0,1.0,93.7,93.7
1,January,IL,OH,NAS,10.0,9.0,452.0,452.0,0.9,45.2,45.2
1,January,IL,OH,No Delay,82.0,0.0,93.0,0.0,0.0,1.1341463414634145,0.0
1,January,IL,OH,Weather,12.0,12.0,1034.0,1034.0,1.0,86.16666666666667,86.16666666666667
1,January,IL,OO,Carrier,527.0,519.0,52741.0,52741.0,0.9848197343453511,100.07779886148008,100.07779886148008
1,January,IL,OO,Late Aircraft,436.0,435.0,52523.0,52523.0,0.9977064220183486,120.46559633027523,120.46559633027523
1,January,IL,OO,NAS,350.0,340.0,15931.0,15931.0,0.9714285714285714,45.51714285714286,45.51714285714286
1,January,IL,OO,No Delay,3068.0,0.0,3854.0,0.0,0.0,1.25619295958279,0.0
1,January,IL,OO,Security,1.0,1.0,34.0,34.0,1.0,34.0,34.0
1,January,IL,OO,Weather,167.0,166.0,23547.0,23547.0,0.9940119760479041,141.0,141.0
1,January,IL,UA,Carrier,527.0,509.0,44113.0,44113.0,0.9658444022770398,83.70588235294117,83.70588235294117
1,January,IL,UA,Late Aircraft,678.0,672.0,69425.0,69425.0,0.9911504424778761,102.39675516224189,102.39675516224189
1,January,IL,UA,NAS,349.0,332.0,15046.0,15046.0,0.9512893982808023,43.11174785100287,43.11174785100287
1,January,IL,UA,No Delay,4925.0,0.0,5468.0,0.0,0.0,1.110253807106599,0.0
1,January,IL,UA,Weather,200.0,199.0,27956.0,27956.0,0.995,139.78,139.78
1,January,IL,WN,Carrier,485.0,473.0,29533.0,29533.0,0.9752577319587629,60.89278350515464,60.89278350515464
1,January,IL,WN,Late Aircraft,593.0,576.0,36089.0,36089.0,0.9713322091062394,60.85834738617201,60.85834738617201
1,January,IL,WN,NAS,429.0,405.0,16703.0,16703.0,0.9440559440559441,38.934731934731936,38.934731934731936
1,January,IL,WN,No Delay,4602.0,0.0,7645.0,0.0,0.0,1.6612342459800087,0.0
1,January,IL,WN,Security,2.0,2.0,62.0,62.0,1.0,31.0,31.0
1,January,IL,WN,Weather,11.0,11.0,904.0,904.0,1.0,82.18181818181819,82.18181818181819
1,January,IL,YX,Carrier,55.0,54.0,3720.0,3720.0,0.9818181818181818,67.63636363636364,67.63636363636364
1,January,IL,YX,Late Aircraft,74.0,74.0,6069.0,6069.0,1.0,82.01351351351352,82.01351351351352
1,January,IL,YX,NAS,126.0,119.0,4820.0,4820.0,0.9444444444444444,38.25396825396825,38.25396825396825
1,January,IL,YX,No Delay,1098.0,0.0,1159.0,0.0,0.0,1.0555555555555556,0.0
1,January,IL,YX,Weather,23.0,23.0,1974.0,1974.0,1.0,85.82608695652173,85.82608695652173
1,January,IN,9E,Carrier,23.0,23.0,2375.0,2375.0,1.0,103.26086956521739,103.26086956521739
1,January,IN,9E,Late Aircraft,22.0,22.0,2381.0,2381.0,1.0,108.22727272727273,108.22727272727273
1,January,IN,9E,NAS,13.0,12.0,662.0,662.0,0.9230769230769231,50.92307692307692,50.92307692307692
1,January,IN,9E,No Delay,229.0,0.0,186.0,0.0,0.0,0.8122270742358079,0.0
1,January,IN,9E,Weather,3.0,3.0,621.0,621.0,1.0,207.0,207.0
1,January,IN,AA,Carrier,30.0,28.0,2750.0,2750.0,0.9333333333333333,91.66666666666667,91.66666666666667
1,January,IN,AA,Late Aircraft,40.0,39.0,5201.0,5201.0,0.975,130.025,130.025
1,January,IN,AA,NAS,54.0,51.0,2366.0,2366.0,0.9444444444444444,43.81481481481482,43.81481481481482
1,January,IN,AA,No Delay,300.0,0.0,578.0,0.0,0.0,1.9266666666666667,0.0
1,January,IN,AA,Weather,3.0,2.0,140.0,140.0,0.6666666666666666,46.666666666666664,46.666666666666664
1,January,IN,AS,Late Aircraft,6.0,6.0,406.0,406.0,1.0,67.66666666666667,67.66666666666667
1,January,IN,AS,No Delay,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1,January,IN,DL,Carrier,12.0,12.0,1579.0,1579.0,1.0,131.58333333333334,131.58333333333334
1,January,IN,DL,Late Aircraft,11.0,11.0,929.0,929.0,1.0,84.45454545454545,84.45454545454545
1,January,IN,DL,NAS,20.0,18.0,582.0,582.0,0.9,29.1,29.1
1,January,IN,DL,No Delay,222.0,0.0,246.0,0.0,0.0,1.1081081081081081,0.0
1,January,IN,DL,Weather,2.0,2.0,214.0,214.0,1.0,107.0,107.0
1,January,IN,F9,Carrier,1.0,1.0,68.0,68.0,1.0,68.0,68.0
1,January,IN,F9,Late Aircraft,8.0,7.0,545.0,545.0,0.875,68.125,68.125
1,January,IN,F9,NAS,5.0,5.0,176.0,176.0,1.0,35.2,35.2
1,January,IN,F9,No Delay,34.0,0.0,30.0,0.0,0.0,0.8823529411764706,0.0
1,January,IN,G4,Carrier,9.0,9.0,1794.0,1794.0,1.0,199.33333333333334,199.33333333333334
1,January,IN,G4,Late Aircraft,15.0,15.0,2405.0,2405.0,1.0,160.33333333333334,160.33333333333334
1,January,IN,G4,NAS,30.0,29.0,1495.0,1495.0,0.9666666666666667,49.833333333333336,49.833333333333336
1,January,IN,G4,No Delay,168.0,0.0,170.0,0.0,0.0,1.0119047619047619,0.0
1,January,IN,G4,Weather,4.0,4.0,420.0,420.0,1.0,105.0,105.0
1,January,IN,MQ,Carrier,14.0,13.0,930.0,930.0,0.9285714285714286,66.42857142857143,66.42857142857143
1,January,IN,MQ,Late Aircraft,31.0,29.0,2373.0,2373.0,0.9354838709677419,76.54838709677419,76.54838709677419
1,January,IN,MQ,NAS,32.0,31.0,1518.0,1518.0,0.96875,47.4375,47.4375
1,January,IN,MQ,No Delay,162.0,0.0,302.0,0.0,0.0,1.8641975308641976,0.0
1,January,IN,MQ,Weather,4.0,4.0,456.0,456.0,1.0,114.0,114.0
1,January,IN,NK,Carrier,10.0,9.0,1259.0,1259.0,0.9,125.9,125.9
1,January,IN,NK,Late Aircraft,16.0,16.0,1043.0,1043.0,1.0,65.1875,65.1875
1,January,IN,NK,NAS,26.0,26.0,1076.0,1076.0,1.0,41.38461538461539,41.38461538461539
1,January,IN,NK,No Delay,133.0,0.0,137.0,0.0,0.0,1.0300751879699248,0.0
1,January,IN,OH,Carrier,10.0,10.0,2089.0,2089.0,1.0,208.9,208.9
1,January,IN,OH,Late Aircraft,15.0,15.0,1223.0,1223.0,1.0,81.53333333333333,81.53333333333333
1,January,IN,OH,NAS,9.0,8.0,443.0,443.0,0.8888888888888888,49.22222222222222,49.22222222222222
1,January,IN,OH,No Delay,77.0,0.0,91.0,0.0,0.0,1.1818181818181819,0.0
1,January,IN,OH,Weather,6.0,6.0,420.0,420.0,1.0,70.0,70.0
1,January,IN,OO,Carrier,106.0,104.0,11887.0,11887.0,0.9811320754716981,112.14150943396227,112.14150943396227
1,January,IN,OO,Late Aircraft,36.0,35.0,3687.0,3687.0,0.9722222222222222,102.41666666666667,102.41666666666667
1,January,IN,OO,NAS,30.0,28.0,1664.0,1664.0,0.9333333333333333,55.46666666666667,55.46666666666667
1,January,IN,OO,No Delay,398.0,0.0,356.0,0.0,0.0,0.8944723618090452,0.0
1,January,IN,OO,Weather,35.0,35.0,3840.0,3840.0,1.0,109.71428571428571,109.71428571428571
1,January,IN,UA,Carrier,12.0,12.0,907.0,907.0,1.0,75.58333333333333,75.58333333333333
1,January,IN,UA,Late Aircraft,13.0,13.0,715.0,715.0,1.0,55.0,55.0
1,January,IN,UA,NAS,16.0,14.0,816.0,816.0,0.875,51.0,51.0
1,January,IN,UA,No Delay,133.0,0.0,151.0,0.0,0.0,1.1353383458646618,0.0
1,January,IN,WN,Carrier,49.0,47.0,2894.0,2894.0,0.9591836734693877,59.06122448979592,59.06122448979592
1,January,IN,WN,Late Aircraft,103.0,101.0,5274.0,5274.0,0.9805825242718447,51.20388349514563,51.20388349514563
1,January,IN,WN,NAS,59.0,58.0,2023.0,2023.0,0.9830508474576272,34.28813559322034,34.28813559322034
1,January,IN,WN,No Delay,701.0,0.0,1210.0,0.0,0.0,1.7261055634807418,0.0
1,January,IN,WN,Weather,1.0,1.0,67.0,67.0,1.0,67.0,67.0
1,January,IN,YX,Carrier,26.0,25.0,1530.0,1530.0,0.9615384615384616,58.84615384615385,58.84615384615385
1,January,IN,YX,Late Aircraft,34.0,31.0,2460.0,2460.0,0.9117647058823529,72.3529411764706,72.3529411764706
1,January,IN,YX,NAS,73.0,71.0,4324.0,4324.0,0.9726027397260274,59.23287671232877,59.23287671232877
1,January,IN,YX,No Delay,864.0,0.0,811.0,0.0,0.0,0.9386574074074074,0.0
1,January,IN,YX,Weather,7.0,7.0,384.0,384.0,1.0,54.857142857142854,54.857142857142854
1,January,KS,9E,Carrier,3.0,3.0,192.0,192.0,1.0,64.0,64.0
1,January,KS,9E,Late Aircraft,10.0,10.0,392.0,392.0,1.0,39.2,39.2
1,January,KS,9E,NAS,4.0,4.0,111.0,111.0,1.0,27.75,27.75
1,January,KS,9E,No Delay,36.0,0.0,72.0,0.0,0.0,2.0,0.0
1,January,KS,AA,Late Aircraft,1.0,1.0,44.0,44.0,1.0,44.0,44.0
1,January,KS,AA,NAS,1.0,1.0,19.0,19.0,1.0,19.0,19.0
1,January,KS,AA,No Delay,13.0,0.0,37.0,0.0,0.0,2.8461538461538463,0.0
1,January,KS,DL,Carrier,1.0,1.0,30.0,30.0,1.0,30.0,30.0
1,January,KS,DL,NAS,6.0,6.0,267.0,267.0,1.0,44.5,44.5
1,January,KS,DL,No Delay,26.0,0.0,59.0,0.0,0.0,2.269230769230769,0.0
1,January,KS,DL,Weather,1.0,1.0,420.0,420.0,1.0,420.0,420.0
1,January,KS,G4,Late Aircraft,1.0,1.0,69.0,69.0,1.0,69.0,69.0
1,January,KS,G4,NAS,1.0,1.0,23.0,23.0,1.0,23.0,23.0
1,January,KS,G4,No Delay,19.0,0.0,1.0,0.0,0.0,0.05263157894736842,0.0
1,January,KS,MQ,Carrier,10.0,10.0,535.0,535.0,1.0,53.5,53.5
1,January,KS,MQ,Late Aircraft,33.0,33.0,2722.0,2722.0,1.0,82.48484848484848,82.48484848484848
1,January,KS,MQ,NAS,28.0,27.0,1261.0,1261.0,0.9642857142857143,45.035714285714285,45.035714285714285
1,January,KS,MQ,No Delay,251.0,0.0,423.0,0.0,0.0,1.6852589641434264,0.0
1,January,KS,MQ,Weather,8.0,8.0,1930.0,1930.0,1.0,241.25,241.25
1,January,KS,OO,Carrier,33.0,31.0,3023.0,3023.0,0.9393939393939394,91.60606060606061,91.60606060606061
1,January,KS,OO,Late Aircraft,36.0,36.0,3856.0,3856.0,1.0,107.11111111111111,107.11111111111111
1,January,KS,OO,NAS,14.0,13.0,543.0,543.0,0.9285714285714286,38.785714285714285,38.785714285714285
1,January,KS,OO,No Delay,337.0,0.0,301.0,0.0,0.0,0.8931750741839762,0.0
1,January,KS,OO,Weather,13.0,13.0,3811.0,3811.0,1.0,293.15384615384613,293.15384615384613
1,January,KS,UA,Carrier,3.0,3.0,512.0,512.0,1.0,170.66666666666666,170.66666666666666
1,January,KS,UA,Late Aircraft,1.0,1.0,812.0,812.0,1.0,812.0,812.0
1,January,KS,UA,NAS,7.0,7.0,476.0,476.0,1.0,68.0,68.0
1,January,KS,UA,No Delay,34.0,0.0,32.0,0.0,0.0,0.9411764705882353,0.0
1,January,KS,UA,Weather,1.0,1.0,57.0,57.0,1.0,57.0,57.0
1,January,KS,WN,Carrier,2.0,2.0,464.0,464.0,1.0,232.0,232.0
1,January,KS,WN,Late Aircraft,15.0,15.0,977.0,977.0,1.0,65.13333333333334,65.13333333333334
1,January,KS,WN,NAS,10.0,9.0,627.0,627.0,0.9,62.7,62.7
1,January,KS,WN,No Delay,129.0,0.0,145.0,0.0,0.0,1.124031007751938,0.0
1,January,KY,9E,Carrier,34.0,33.0,2854.0,2854.0,0.9705882352941176,83.94117647058823,83.94117647058823
1,January,KY,9E,Late Aircraft,39.0,37.0,3210.0,3210.0,0.9487179487179487,82.3076923076923,82.3076923076923
1,January,KY,9E,NAS,40.0,39.0,2982.0,2982.0,0.975,74.55,74.55
1,January,KY,9E,No Delay,493.0,0.0,336.0,0.0,0.0,0.6815415821501014,0.0
1,January,KY,9E,Weather,6.0,6.0,378.0,378.0,1.0,63.0,63.0
1,January,KY,AA,Carrier,40.0,40.0,3155.0,3155.0,1.0,78.875,78.875
1,January,KY,AA,Late Aircraft,64.0,64.0,6860.0,6860.0,1.0,107.1875,107.1875
1,January,KY,AA,NAS,43.0,42.0,1615.0,1615.0,0.9767441860465116,37.55813953488372,37.55813953488372
1,January,KY,AA,No Delay,320.0,0.0,542.0,0.0,0.0,1.69375,0.0
1,January,KY,AA,Weather,10.0,10.0,1858.0,1858.0,1.0,185.8,185.8
1,January,KY,AS,Carrier,2.0,2.0,153.0,153.0,1.0,76.5,76.5
1,January,KY,AS,Late Aircraft,1.0,1.0,67.0,67.0,1.0,67.0,67.0
1,January,KY,AS,No Delay,25.0,0.0,12.0,0.0,0.0,0.48,0.0
1,January,KY,DL,Carrier,41.0,40.0,5279.0,5279.0,0.975609756097561,128.7560975609756,128.7560975609756
1,January,KY,DL,Late Aircraft,29.0,28.0,1961.0,1961.0,0.9655172413793104,67.62068965517241,67.62068965517241
1,January,KY,DL,NAS,51.0,48.0,2158.0,2158.0,0.9411764705882353,42.31372549019608,42.31372549019608
1,January,KY,DL,No Delay,677.0,0.0,699.0,0.0,0.0,1.032496307237814,0.0
1,January,KY,DL,Weather,1.0,1.0,31.0,31.0,1.0,31.0,31.0
1,January,KY,F9,Carrier,20.0,19.0,2793.0,2793.0,0.95,139.65,139.65
1,January,KY,F9,Late Aircraft,50.0,49.0,5830.0,5830.0,0.98,116.6,116.6
1,January,KY,F9,NAS,27.0,25.0,1324.0,1324.0,0.9259259259259259,49.03703703703704,49.03703703703704
1,January,KY,F9,No Delay,267.0,0.0,274.0,0.0,0.0,1.0262172284644195,0.0
1,January,KY,F9,Weather,3.0,3.0,250.0,250.0,1.0,83.33333333333333,83.33333333333333
1,January,KY,G4,Carrier,11.0,11.0,2578.0,2578.0,1.0,234.36363636363637,234.36363636363637
1,January,KY,G4,Late Aircraft,16.0,16.0,1284.0,1284.0,1.0,80.25,80.25
1,January,KY,G4,NAS,20.0,19.0,823.0,823.0,0.95,41.15,41.15
1,January,KY,G4,No Delay,243.0,0.0,281.0,0.0,0.0,1.1563786008230452,0.0
1,January,KY,G4,Weather,8.0,8.0,2651.0,2651.0,1.0,331.375,331.375
1,January,KY,MQ,Carrier,33.0,30.0,1540.0,1540.0,0.9090909090909091,46.666666666666664,46.666666666666664
1,January,KY,MQ,Late Aircraft,31.0,31.0,1915.0,1915.0,1.0,61.774193548387096,61.774193548387096
1,January,KY,MQ,NAS,49.0,46.0,2428.0,2428.0,0.9387755102040817,49.55102040816327,49.55102040816327
1,January,KY,MQ,No Delay,282.0,0.0,519.0,0.0,0.0,1.8404255319148937,0.0
1,January,KY,MQ,Weather,5.0,4.0,366.0,366.0,0.8,73.2,73.2
1,January,KY,NK,Carrier,5.0,5.0,1221.0,1221.0,1.0,244.2,244.2
1,January,KY,NK,Late Aircraft,8.0,8.0,283.0,283.0,1.0,35.375,35.375
1,January,KY,NK,NAS,10.0,9.0,401.0,401.0,0.9,40.1,40.1
1,January,KY,NK,No Delay,43.0,0.0,48.0,0.0,0.0,1.1162790697674418,0.0
1,January,KY,OH,Carrier,21.0,21.0,2033.0,2033.0,1.0,96.80952380952381,96.80952380952381
1,January,KY,OH,Late Aircraft,36.0,36.0,3286.0,3286.0,1.0,91.27777777777777,91.27777777777777
1,January,KY,OH,NAS,36.0,33.0,1435.0,1435.0,0.9166666666666666,39.861111111111114,39.861111111111114
1,January,KY,OH,No Delay,232.0,0.0,311.0,0.0,0.0,1.3405172413793103,0.0
1,January,KY,OH,Weather,4.0,4.0,966.0,966.0,1.0,241.5,241.5
1,January,KY,OO,Carrier,48.0,48.0,7602.0,7602.0,1.0,158.375,158.375
1,January,KY,OO,Late Aircraft,20.0,20.0,2456.0,2456.0,1.0,122.8,122.8
1,January,KY,OO,NAS,21.0,21.0,1191.0,1191.0,1.0,56.714285714285715,56.714285714285715
1,January,KY,OO,No Delay,215.0,0.0,177.0,0.0,0.0,0.8232558139534883,0.0
1,January,KY,OO,Weather,15.0,15.0,2158.0,2158.0,1.0,143.86666666666667,143.86666666666667
1,January,KY,UA,Carrier,9.0,9.0,1260.0,1260.0,1.0,140.0,140.0
1,January,KY,UA,Late Aircraft,8.0,8.0,651.0,651.0,1.0,81.375,81.375
1,January,KY,UA,NAS,24.0,23.0,1511.0,1511.0,0.9583333333333334,62.958333333333336,62.958333333333336
1,January,KY,UA,No Delay,220.0,0.0,387.0,0.0,0.0,1.759090909090909,0.0
1,January,KY,UA,Weather,5.0,5.0,811.0,811.0,1.0,162.2,162.2
1,January,KY,WN,Carrier,19.0,18.0,1433.0,1433.0,0.9473684210526315,75.42105263157895,75.42105263157895
1,January,KY,WN,Late Aircraft,53.0,53.0,2863.0,2863.0,1.0,54.0188679245283,54.0188679245283
1,January,KY,WN,NAS,26.0,23.0,915.0,915.0,0.8846153846153846,35.19230769230769,35.19230769230769
1,January,KY,WN,No Delay,502.0,0.0,767.0,0.0,0.0,1.5278884462151394,0.0
1,January,KY,WN,Weather,3.0,3.0,967.0,967.0,1.0,322.3333333333333,322.3333333333333
1,January,KY,YX,Carrier,32.0,32.0,2690.0,2690.0,1.0,84.0625,84.0625
1,January,KY,YX,Late Aircraft,34.0,33.0,2422.0,2422.0,0.9705882352941176,71.23529411764706,71.23529411764706
1,January,KY,YX,NAS,61.0,58.0,4319.0,4319.0,0.9508196721311475,70.80327868852459,70.80327868852459
1,January,KY,YX,No Delay,787.0,0.0,774.0,0.0,0.0,0.9834815756035579,0.0
1,January,KY,YX,Weather,20.0,20.0,2095.0,2095.0,1.0,104.75,104.75
1,January,LA,9E,Carrier,17.0,16.0,2782.0,2782.0,0.9411764705882353,163.64705882352942,163.64705882352942
1,January,LA,9E,Late Aircraft,36.0,36.0,5064.0,5064.0,1.0,140.66666666666666,140.66666666666666
1,January,LA,9E,NAS,23.0,22.0,666.0,666.0,0.9565217391304348,28.956521739130434,28.956521739130434
1,January,LA,9E,No Delay,249.0,0.0,311.0,0.0,0.0,1.248995983935743,0.0
1,January,LA,9E,Weather,5.0,5.0,951.0,951.0,1.0,190.2,190.2
1,January,LA,AA,Carrier,25.0,25.0,6270.0,6270.0,1.0,250.8,250.8
1,January,LA,AA,Late Aircraft,69.0,68.0,5515.0,5515.0,0.9855072463768116,79.92753623188406,79.92753623188406
1,January,LA,AA,NAS,41.0,39.0,2160.0,2160.0,0.9512195121951219,52.68292682926829,52.68292682926829
1,January,LA,AA,No Delay,375.0,0.0,590.0,0.0,0.0,1.5733333333333333,0.0
1,January,LA,AA,Weather,5.0,5.0,761.0,761.0,1.0,152.2,152.2
1,January,LA,AS,Carrier,5.0,5.0,1059.0,1059.0,1.0,211.8,211.8
1,January,LA,AS,Late Aircraft,8.0,8.0,620.0,620.0,1.0,77.5,77.5
1,January,LA,AS,NAS,4.0,4.0,95.0,95.0,1.0,23.75,23.75
1,January,LA,AS,No Delay,52.0,0.0,102.0,0.0,0.0,1.9615384615384615,0.0
1,January,LA,B6,Carrier,11.0,10.0,2500.0,2500.0,0.9090909090909091,227.27272727272728,227.27272727272728
1,January,LA,B6,Late Aircraft,21.0,21.0,1605.0,1605.0,1.0,76.42857142857143,76.42857142857143
1,January,LA,B6,NAS,6.0,6.0,351.0,351.0,1.0,58.5,58.5
1,January,LA,B6,No Delay,94.0,0.0,106.0,0.0,0.0,1.127659574468085,0.0
1,January,LA,DL,Carrier,19.0,18.0,2675.0,2675.0,0.9473684210526315,140.78947368421052,140.78947368421052
1,January,LA,DL,Late Aircraft,42.0,42.0,2734.0,2734.0,1.0,65.0952380952381,65.0952380952381
1,January,LA,DL,NAS,15.0,15.0,592.0,592.0,1.0,39.46666666666667,39.46666666666667
1,January,LA,DL,No Delay,508.0,0.0,547.0,0.0,0.0,1.0767716535433072,0.0
1,January,LA,DL,Weather,9.0,9.0,1101.0,1101.0,1.0,122.33333333333333,122.33333333333333
1,January,LA,F9,Late Aircraft,14.0,14.0,1371.0,1371.0,1.0,97.92857142857143,97.92857142857143
1,January,LA,F9,NAS,3.0,3.0,180.0,180.0,1.0,60.0,60.0
1,January,LA,F9,No Delay,34.0,0.0,12.0,0.0,0.0,0.35294117647058826,0.0
1,January,LA,G4,Late Aircraft,1.0,1.0,48.0,48.0,1.0,48.0,48.0
1,January,LA,G4,NAS,1.0,1.0,196.0,196.0,1.0,196.0,196.0
1,January,LA,G4,No Delay,14.0,0.0,24.0,0.0,0.0,1.7142857142857142,0.0
1,January,LA,G4,Weather,1.0,1.0,1061.0,1061.0,1.0,1061.0,1061.0
1,January,LA,MQ,Carrier,18.0,18.0,1490.0,1490.0,1.0,82.77777777777777,82.77777777777777
1,January,LA,MQ,Late Aircraft,37.0,37.0,1960.0,1960.0,1.0,52.972972972972975,52.972972972972975
1,January,LA,MQ,NAS,22.0,18.0,1072.0,1072.0,0.8181818181818182,48.72727272727273,48.72727272727273
1,January,LA,MQ,No Delay,182.0,0.0,378.0,0.0,0.0,2.076923076923077,0.0
1,January,LA,MQ,Weather,7.0,7.0,724.0,724.0,1.0,103.42857142857143,103.42857142857143
1,January,LA,NK,Carrier,16.0,16.0,1355.0,1355.0,1.0,84.6875,84.6875
