month,month_name,origin_state_abbr,operating_airline,origin_airport,flights,cancelled_flights,on_time_flights,dep_delayed_any,dep_delayed_15,dep_delayed_30,dep_delayed_60,dep_delayed_120,arr_delayed_any,arr_delayed_15,arr_delayed_30,arr_delayed_60,arr_delayed_120,sum_departure_delay_min,sum_arrival_delay_min,sum_total_delay_min,arr_delay_rate_any,dep_delay_rate_any,cancel_rate,avg_arrival_delay_min,avg_departure_delay_min,avg_total_delay_min
2,February,TX,OO,LBB,66.0,1.0,48.0,10.0,5.0,4.0,2.0,1.0,17.0,10.0,8.0,3.0,1.0,355.0,617.0,583.0,0.25757575757575757,0.15151515151515152,0.015151515151515152,9.348484848484848,5.378787878787879,8.833333333333334
2,February,TX,OO,MAF,157.0,3.0,113.0,33.0,20.0,19.0,11.0,3.0,41.0,25.0,19.0,10.0,3.0,2562.0,2732.0,2638.0,0.2611464968152866,0.21019108280254778,0.01910828025477707,17.401273885350317,16.318471337579616,16.802547770700638
2,February,TX,OO,MFE,39.0,0.0,28.0,6.0,6.0,4.0,2.0,1.0,11.0,5.0,5.0,1.0,1.0,368.0,338.0,301.0,0.28205128205128205,0.15384615384615385,0.0,8.666666666666666,9.435897435897436,7.717948717948718
2,February,TX,OO,SAT,60.0,1.0,30.0,15.0,13.0,9.0,6.0,1.0,29.0,17.0,11.0,6.0,2.0,759.0,1022.0,941.0,0.48333333333333334,0.25,0.016666666666666666,17.033333333333335,12.65,15.683333333333334
2,February,TX,UA,AUS,695.0,3.0,513.0,155.0,78.0,51.0,33.0,19.0,179.0,90.0,57.0,37.0,18.0,6502.0,7123.0,6579.0,0.25755395683453236,0.22302158273381295,0.004316546762589928,10.248920863309353,9.355395683453237,9.466187050359713
2,February,TX,UA,DFW,607.0,4.0,410.0,145.0,77.0,50.0,28.0,14.0,193.0,79.0,57.0,29.0,16.0,5748.0,6248.0,5553.0,0.31795716639209226,0.23887973640856672,0.006589785831960461,10.29324546952224,9.469522240527183,9.148270181219111
2,February,TX,UA,ELP,29.0,1.0,20.0,12.0,7.0,4.0,3.0,1.0,8.0,5.0,4.0,1.0,1.0,481.0,400.0,371.0,0.27586206896551724,0.41379310344827586,0.034482758620689655,13.793103448275861,16.586206896551722,12.793103448275861
2,February,TX,UA,IAH,5110.0,10.0,3437.0,1587.0,708.0,451.0,215.0,62.0,1663.0,756.0,443.0,197.0,59.0,44204.0,45218.0,39492.0,0.325440313111546,0.3105675146771037,0.0019569471624266144,8.848923679060665,8.650489236790607,7.728375733855186
2,February,TX,UA,MAF,11.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,40.0,22.0,0.36363636363636365,0.09090909090909091,0.0,3.6363636363636362,0.18181818181818182,2.0
2,February,TX,UA,MFE,54.0,1.0,45.0,7.0,3.0,2.0,2.0,0.0,8.0,2.0,2.0,1.0,0.0,171.0,172.0,125.0,0.14814814814814814,0.12962962962962962,0.018518518518518517,3.185185185185185,3.1666666666666665,2.314814814814815
2,February,TX,UA,SAT,407.0,1.0,333.0,59.0,32.0,17.0,9.0,6.0,73.0,30.0,19.0,9.0,5.0,2520.0,2519.0,2262.0,0.17936117936117937,0.14496314496314497,0.002457002457002457,6.1891891891891895,6.191646191646192,5.557739557739557
2,February,TX,WN,AMA,154.0,1.0,123.0,26.0,19.0,13.0,3.0,0.0,30.0,15.0,10.0,4.0,0.0,852.0,804.0,693.0,0.19480519480519481,0.16883116883116883,0.006493506493506494,5.220779220779221,5.532467532467533,4.5
2,February,TX,WN,AUS,2641.0,3.0,1677.0,1066.0,445.0,226.0,80.0,18.0,961.0,468.0,221.0,76.0,17.0,22533.0,22232.0,18988.0,0.3638773191972738,0.40363498674744414,0.001135933358576297,8.418023475956078,8.531995456266566,7.189700870882241
2,February,TX,WN,DAL,5346.0,8.0,3484.0,2308.0,914.0,446.0,154.0,28.0,1854.0,820.0,406.0,145.0,30.0,45402.0,40394.0,33638.0,0.3468013468013468,0.43172465394687615,0.0014964459408903852,7.555929667040778,8.492704826038159,6.292181069958848
2,February,TX,WN,ELP,608.0,2.0,435.0,191.0,73.0,38.0,13.0,7.0,171.0,68.0,33.0,15.0,7.0,4241.0,4121.0,3461.0,0.28125,0.31414473684210525,0.003289473684210526,6.777960526315789,6.975328947368421,5.692434210526316
2,February,TX,WN,HOU,3891.0,6.0,2604.0,1410.0,534.0,222.0,78.0,11.0,1281.0,497.0,208.0,65.0,11.0,24473.0,22889.0,17959.0,0.3292212798766384,0.36237471087124135,0.0015420200462606013,5.8825494731431505,6.28964276535595,4.615523001799024
2,February,TX,WN,HRL,162.0,0.0,133.0,33.0,13.0,5.0,2.0,0.0,29.0,8.0,3.0,2.0,0.0,605.0,414.0,294.0,0.17901234567901234,0.2037037037037037,0.0,2.5555555555555554,3.734567901234568,1.8148148148148149
2,February,TX,WN,IAH,378.0,1.0,287.0,68.0,37.0,19.0,6.0,2.0,90.0,30.0,23.0,8.0,1.0,1712.0,1898.0,1507.0,0.23809523809523808,0.17989417989417988,0.0026455026455026454,5.021164021164021,4.529100529100529,3.986772486772487
2,February,TX,WN,LBB,195.0,1.0,160.0,43.0,26.0,17.0,8.0,3.0,34.0,22.0,17.0,11.0,2.0,1733.0,1601.0,1528.0,0.17435897435897435,0.2205128205128205,0.005128205128205128,8.21025641025641,8.887179487179488,7.835897435897436
2,February,TX,WN,MAF,279.0,1.0,229.0,52.0,24.0,16.0,4.0,1.0,49.0,25.0,11.0,4.0,1.0,1134.0,1032.0,906.0,0.17562724014336917,0.1863799283154122,0.0035842293906810036,3.6989247311827955,4.064516129032258,3.247311827956989
2,February,TX,WN,SAT,1183.0,2.0,805.0,352.0,149.0,70.0,27.0,10.0,376.0,150.0,69.0,28.0,8.0,7781.0,8058.0,6637.0,0.31783601014370244,0.2975486052409129,0.0016906170752324597,6.81149619611158,6.577345731191885,5.610312764158918
2,February,TX,YX,AUS,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.5,0.0,0.0,4.25,0.0,0.0
2,February,TX,YX,DFW,6.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,366.0,397.0,388.0,0.6666666666666666,0.5,0.0,66.16666666666667,61.0,64.66666666666667
2,February,UT,AA,SLC,374.0,0.0,270.0,108.0,50.0,29.0,16.0,3.0,104.0,54.0,30.0,16.0,4.0,3433.0,3393.0,3115.0,0.27807486631016043,0.2887700534759358,0.0,9.072192513368984,9.179144385026738,8.328877005347593
2,February,UT,AS,SLC,102.0,0.0,68.0,33.0,15.0,8.0,2.0,1.0,34.0,15.0,7.0,2.0,1.0,742.0,734.0,607.0,0.3333333333333333,0.3235294117647059,0.0,7.196078431372549,7.2745098039215685,5.950980392156863
2,February,UT,B6,SLC,193.0,1.0,91.0,93.0,58.0,36.0,19.0,5.0,101.0,58.0,36.0,18.0,4.0,4102.0,4132.0,3850.0,0.5233160621761658,0.48186528497409326,0.0051813471502590676,21.409326424870468,21.253886010362695,19.94818652849741
2,February,UT,DL,SLC,3912.0,3.0,2743.0,1121.0,477.0,269.0,142.0,48.0,1166.0,559.0,272.0,126.0,46.0,31695.0,31595.0,27706.0,0.29805725971370145,0.28655419222903883,0.0007668711656441718,8.076431492842536,8.101993865030675,7.0823108384458076
2,February,UT,F9,SLC,191.0,1.0,141.0,36.0,23.0,16.0,5.0,3.0,49.0,29.0,19.0,8.0,2.0,1422.0,1680.0,1560.0,0.25654450261780104,0.18848167539267016,0.005235602094240838,8.795811518324607,7.445026178010472,8.167539267015707
2,February,UT,NK,SLC,134.0,0.0,92.0,47.0,31.0,18.0,8.0,2.0,42.0,28.0,17.0,8.0,3.0,1653.0,1615.0,1531.0,0.31343283582089554,0.35074626865671643,0.0,12.052238805970148,12.335820895522389,11.425373134328359
2,February,UT,OO,SLC,2413.0,8.0,1835.0,462.0,218.0,130.0,72.0,28.0,570.0,251.0,126.0,69.0,23.0,16872.0,17654.0,15694.0,0.23622047244094488,0.19146290924160797,0.003315375051802735,7.316203895565686,6.9921259842519685,6.503937007874016
2,February,UT,UA,SLC,428.0,3.0,282.0,144.0,75.0,50.0,33.0,14.0,143.0,81.0,56.0,28.0,14.0,6955.0,7209.0,6807.0,0.3341121495327103,0.3364485981308411,0.007009345794392523,16.843457943925234,16.25,15.904205607476635
2,February,UT,WN,SLC,976.0,1.0,558.0,560.0,262.0,126.0,57.0,17.0,417.0,229.0,130.0,54.0,18.0,13940.0,12465.0,11245.0,0.42725409836065575,0.5737704918032787,0.0010245901639344263,12.771516393442623,14.282786885245901,11.521516393442623
2,February,VA,9E,DCA,195.0,0.0,170.0,28.0,14.0,8.0,6.0,2.0,25.0,15.0,12.0,6.0,2.0,1096.0,1137.0,1066.0,0.1282051282051282,0.14358974358974358,0.0,5.8307692307692305,5.62051282051282,5.466666666666667
2,February,VA,9E,IAD,61.0,0.0,49.0,11.0,8.0,6.0,4.0,1.0,12.0,10.0,7.0,5.0,1.0,526.0,600.0,591.0,0.19672131147540983,0.18032786885245902,0.0,9.836065573770492,8.62295081967213,9.688524590163935
2,February,VA,9E,ORF,182.0,5.0,139.0,24.0,11.0,7.0,6.0,3.0,38.0,22.0,13.0,5.0,3.0,1126.0,1522.0,1401.0,0.2087912087912088,0.13186813186813187,0.027472527472527472,8.362637362637363,6.186813186813187,7.697802197802198
2,February,VA,9E,RIC,150.0,4.0,93.0,29.0,18.0,13.0,8.0,1.0,53.0,34.0,22.0,8.0,2.0,1443.0,2038.0,1913.0,0.35333333333333333,0.19333333333333333,0.02666666666666667,13.586666666666666,9.62,12.753333333333334
2,February,VA,AA,DCA,1981.0,3.0,1366.0,585.0,348.0,228.0,142.0,73.0,612.0,360.0,226.0,137.0,69.0,33489.0,33157.0,31497.0,0.3089348813730439,0.29530540131246846,0.001514386673397274,16.73750630994447,16.90509843513377,15.899545683997982
2,February,VA,AA,IAD,58.0,0.0,43.0,18.0,6.0,3.0,2.0,0.0,15.0,8.0,3.0,1.0,0.0,334.0,341.0,266.0,0.25862068965517243,0.3103448275862069,0.0,5.879310344827586,5.758620689655173,4.586206896551724
2,February,VA,AA,ORF,232.0,0.0,162.0,62.0,34.0,24.0,12.0,6.0,70.0,39.0,21.0,11.0,6.0,3357.0,3214.0,3024.0,0.3017241379310345,0.2672413793103448,0.0,13.85344827586207,14.469827586206897,13.03448275862069
2,February,VA,AA,RIC,280.0,0.0,173.0,92.0,40.0,29.0,17.0,9.0,107.0,49.0,24.0,13.0,9.0,4465.0,4533.0,4089.0,0.3821428571428571,0.32857142857142857,0.0,16.189285714285713,15.946428571428571,14.603571428571428
2,February,VA,AS,DCA,145.0,1.0,111.0,47.0,21.0,13.0,7.0,0.0,33.0,15.0,9.0,4.0,0.0,1076.0,779.0,641.0,0.22758620689655173,0.32413793103448274,0.006896551724137931,5.372413793103449,7.4206896551724135,4.4206896551724135
2,February,VA,AS,IAD,81.0,1.0,51.0,24.0,12.0,6.0,1.0,1.0,29.0,11.0,3.0,2.0,0.0,549.0,469.0,323.0,0.35802469135802467,0.2962962962962963,0.012345679012345678,5.790123456790123,6.777777777777778,3.9876543209876543
2,February,VA,B6,DCA,733.0,9.0,516.0,237.0,137.0,89.0,61.0,19.0,208.0,123.0,85.0,53.0,18.0,9882.0,8911.0,8364.0,0.2837653478854025,0.32332878581173263,0.01227830832196453,12.156889495225103,13.481582537517053,11.410641200545703
2,February,VA,B6,RIC,143.0,1.0,89.0,56.0,37.0,22.0,14.0,7.0,53.0,33.0,23.0,14.0,7.0,3673.0,3595.0,3475.0,0.3706293706293706,0.3916083916083916,0.006993006993006993,25.13986013986014,25.685314685314687,24.3006993006993
2,February,VA,DL,DCA,689.0,0.0,584.0,164.0,75.0,46.0,25.0,12.0,105.0,59.0,39.0,21.0,11.0,6156.0,4980.0,4748.0,0.15239477503628446,0.23802612481857766,0.0,7.227866473149492,8.934687953555878,6.8911465892597965
2,February,VA,DL,IAD,215.0,0.0,193.0,34.0,10.0,7.0,3.0,2.0,22.0,11.0,7.0,5.0,2.0,1469.0,1411.0,1366.0,0.10232558139534884,0.15813953488372093,0.0,6.562790697674418,6.832558139534884,6.3534883720930235
2,February,VA,DL,ORF,157.0,0.0,126.0,37.0,13.0,6.0,2.0,2.0,31.0,11.0,6.0,3.0,2.0,911.0,820.0,687.0,0.19745222929936307,0.2356687898089172,0.0,5.222929936305732,5.802547770700637,4.375796178343949
2,February,VA,DL,RIC,187.0,0.0,155.0,44.0,14.0,4.0,1.0,0.0,32.0,12.0,4.0,2.0,0.0,626.0,522.0,400.0,0.1711229946524064,0.23529411764705882,0.0,2.7914438502673797,3.3475935828877006,2.1390374331550803
2,February,VA,F9,DCA,87.0,0.0,71.0,13.0,8.0,5.0,2.0,1.0,16.0,9.0,4.0,1.0,1.0,484.0,448.0,402.0,0.1839080459770115,0.14942528735632185,0.0,5.149425287356322,5.563218390804598,4.620689655172414
2,February,VA,F9,ORF,10.0,0.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,106.0,69.0,46.0,0.3,0.3,0.0,6.9,10.6,4.6
2,February,VA,G4,IAD,27.0,0.0,23.0,8.0,2.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,138.0,97.0,78.0,0.14814814814814814,0.2962962962962963,0.0,3.5925925925925926,5.111111111111111,2.888888888888889
2,February,VA,G4,ORF,13.0,0.0,6.0,9.0,6.0,3.0,2.0,1.0,7.0,6.0,3.0,2.0,1.0,532.0,469.0,461.0,0.5384615384615384,0.6923076923076923,0.0,36.07692307692308,40.92307692307692,35.46153846153846
2,February,VA,G4,RIC,31.0,0.0,20.0,17.0,7.0,5.0,3.0,1.0,11.0,6.0,4.0,2.0,1.0,1169.0,1046.0,1017.0,0.3548387096774194,0.5483870967741935,0.0,33.74193548387097,37.70967741935484,32.806451612903224
2,February,VA,MQ,DCA,381.0,1.0,267.0,133.0,64.0,27.0,8.0,1.0,113.0,51.0,25.0,5.0,1.0,3166.0,2629.0,2210.0,0.29658792650918636,0.34908136482939633,0.0026246719160104987,6.900262467191601,8.30971128608924,5.800524934383202
2,February,VA,MQ,ORF,10.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,25.0,60.0,47.0,0.4,0.3,0.0,6.0,2.5,4.7
2,February,VA,MQ,RIC,20.0,0.0,13.0,3.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,2.0,346.0,415.0,392.0,0.35,0.15,0.0,20.75,17.3,19.6
2,February,VA,NK,ORF,76.0,1.0,43.0,35.0,13.0,5.0,2.0,1.0,32.0,14.0,10.0,2.0,1.0,721.0,769.0,648.0,0.42105263157894735,0.4605263157894737,0.013157894736842105,10.118421052631579,9.486842105263158,8.526315789473685
2,February,VA,NK,RIC,87.0,1.0,41.0,48.0,27.0,11.0,6.0,3.0,45.0,17.0,10.0,4.0,1.0,1381.0,1110.0,940.0,0.5172413793103449,0.5517241379310345,0.011494252873563218,12.758620689655173,15.873563218390805,10.804597701149426
2,February,VA,OH,DCA,2980.0,12.0,2176.0,813.0,452.0,299.0,143.0,49.0,792.0,448.0,266.0,133.0,40.0,29828.0,27673.0,25410.0,0.2657718120805369,0.2728187919463087,0.004026845637583893,9.286241610738255,10.009395973154362,8.526845637583893
2,February,VA,OH,IAD,112.0,0.0,89.0,30.0,19.0,12.0,6.0,1.0,23.0,13.0,9.0,5.0,1.0,1069.0,758.0,691.0,0.20535714285714285,0.26785714285714285,0.0,6.767857142857143,9.544642857142858,6.169642857142857
2,February,VA,OH,ORF,195.0,0.0,137.0,36.0,20.0,14.0,7.0,2.0,58.0,32.0,19.0,7.0,2.0,1218.0,1651.0,1471.0,0.29743589743589743,0.18461538461538463,0.0,8.466666666666667,6.246153846153846,7.543589743589743
2,February,VA,OO,DCA,24.0,0.0,21.0,6.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,249.0,151.0,138.0,0.125,0.25,0.0,6.291666666666667,10.375,5.75
2,February,VA,OO,IAD,140.0,2.0,118.0,21.0,12.0,9.0,6.0,3.0,20.0,11.0,10.0,5.0,3.0,1095.0,981.0,937.0,0.14285714285714285,0.15,0.014285714285714285,7.007142857142857,7.821428571428571,6.692857142857143
2,February,VA,OO,RIC,32.0,0.0,27.0,8.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,0.0,319.0,237.0,225.0,0.15625,0.25,0.0,7.40625,9.96875,7.03125
2,February,VA,UA,DCA,526.0,3.0,451.0,101.0,45.0,31.0,16.0,9.0,72.0,33.0,21.0,15.0,7.0,4706.0,3978.0,3772.0,0.13688212927756654,0.1920152091254753,0.005703422053231939,7.562737642585551,8.946768060836503,7.171102661596958
2,February,VA,UA,IAD,2386.0,7.0,1738.0,547.0,222.0,149.0,79.0,28.0,641.0,298.0,162.0,82.0,26.0,17290.0,19180.0,16931.0,0.268650461022632,0.2292539815590947,0.002933780385582565,8.038558256496229,7.246437552388936,7.095976529756915
2,February,VA,UA,ORF,181.0,0.0,139.0,34.0,17.0,8.0,4.0,2.0,42.0,23.0,9.0,3.0,1.0,1015.0,1129.0,1001.0,0.23204419889502761,0.1878453038674033,0.0,6.237569060773481,5.607734806629834,5.530386740331492
2,February,VA,UA,RIC,87.0,1.0,66.0,10.0,6.0,3.0,2.0,1.0,20.0,7.0,3.0,2.0,1.0,403.0,384.0,338.0,0.22988505747126436,0.11494252873563218,0.011494252873563218,4.413793103448276,4.632183908045977,3.8850574712643677
2,February,VA,WN,DCA,1257.0,2.0,967.0,467.0,185.0,82.0,25.0,8.0,288.0,129.0,60.0,24.0,7.0,8678.0,6296.0,5333.0,0.22911694510739858,0.3715194908512331,0.0015910898965791568,5.008750994431185,6.903739061256961,4.242641209228322
2,February,VA,WN,IAD,46.0,0.0,32.0,33.0,19.0,10.0,6.0,3.0,14.0,11.0,9.0,5.0,2.0,1137.0,847.0,822.0,0.30434782608695654,0.717391304347826,0.0,18.41304347826087,24.717391304347824,17.869565217391305
2,February,VA,WN,ORF,203.0,1.0,156.0,60.0,20.0,10.0,4.0,1.0,46.0,22.0,7.0,4.0,1.0,1230.0,1101.0,929.0,0.22660098522167488,0.2955665024630542,0.0049261083743842365,5.4236453201970445,6.059113300492611,4.5763546798029555
2,February,VA,WN,RIC,128.0,1.0,97.0,39.0,15.0,7.0,2.0,1.0,30.0,15.0,6.0,2.0,0.0,682.0,641.0,563.0,0.234375,0.3046875,0.0078125,5.0078125,5.328125,4.3984375
2,February,VA,YX,DCA,2300.0,14.0,1928.0,293.0,148.0,99.0,49.0,19.0,358.0,170.0,100.0,41.0,11.0,9257.0,9498.0,8351.0,0.15565217391304348,0.12739130434782608,0.00608695652173913,4.129565217391304,4.024782608695652,3.6308695652173912
2,February,VA,YX,IAD,635.0,3.0,545.0,82.0,29.0,16.0,5.0,3.0,87.0,41.0,16.0,8.0,1.0,1623.0,1889.0,1586.0,0.13700787401574804,0.12913385826771653,0.004724409448818898,2.974803149606299,2.5559055118110234,2.4976377952755904
2,February,VA,YX,ORF,168.0,3.0,123.0,15.0,10.0,8.0,7.0,2.0,42.0,23.0,11.0,8.0,4.0,908.0,1376.0,1239.0,0.25,0.08928571428571429,0.017857142857142856,8.19047619047619,5.404761904761905,7.375
2,February,VA,YX,RIC,139.0,2.0,69.0,21.0,14.0,7.0,4.0,1.0,68.0,28.0,9.0,6.0,0.0,715.0,1305.0,985.0,0.4892086330935252,0.1510791366906475,0.014388489208633094,9.388489208633093,5.143884892086331,7.086330935251799
2,February,VT,9E,BTV,133.0,3.0,105.0,25.0,17.0,15.0,8.0,4.0,25.0,18.0,13.0,7.0,5.0,2047.0,1939.0,1895.0,0.18796992481203006,0.18796992481203006,0.022556390977443608,14.578947368421053,15.390977443609023,14.24812030075188
2,February,VT,AA,BTV,27.0,0.0,19.0,14.0,8.0,7.0,3.0,3.0,8.0,6.0,6.0,4.0,2.0,844.0,685.0,671.0,0.2962962962962963,0.5185185185185185,0.0,25.37037037037037,31.25925925925926,24.85185185185185
2,February,VT,DL,BTV,29.0,0.0,25.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,593.0,537.0,531.0,0.13793103448275862,0.13793103448275862,0.0,18.517241379310345,20.448275862068964,18.310344827586206
2,February,VT,OH,BTV,126.0,0.0,91.0,37.0,17.0,13.0,10.0,3.0,35.0,25.0,14.0,7.0,3.0,1424.0,1466.0,1402.0,0.2777777777777778,0.29365079365079366,0.0,11.634920634920634,11.301587301587302,11.126984126984127
2,February,VT,UA,BTV,58.0,0.0,47.0,13.0,5.0,2.0,2.0,2.0,11.0,6.0,5.0,3.0,1.0,535.0,561.0,532.0,0.1896551724137931,0.22413793103448276,0.0,9.672413793103448,9.224137931034482,9.172413793103448
2,February,VT,YX,BTV,101.0,0.0,90.0,9.0,4.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,131.0,139.0,83.0,0.10891089108910891,0.0891089108910891,0.0,1.3762376237623761,1.297029702970297,0.8217821782178217
2,February,WA,AA,GEG,110.0,0.0,80.0,20.0,12.0,9.0,4.0,2.0,30.0,13.0,4.0,2.0,1.0,997.0,652.0,570.0,0.2727272727272727,0.18181818181818182,0.0,5.927272727272728,9.063636363636364,5.181818181818182
2,February,WA,AA,SEA,346.0,0.0,234.0,94.0,40.0,25.0,10.0,8.0,112.0,53.0,22.0,10.0,8.0,6567.0,6730.0,6327.0,0.3236994219653179,0.27167630057803466,0.0,19.45086705202312,18.979768786127167,18.286127167630056
2,February,WA,AS,GEG,162.0,1.0,123.0,34.0,15.0,10.0,3.0,0.0,38.0,19.0,9.0,4.0,0.0,786.0,801.0,676.0,0.2345679012345679,0.20987654320987653,0.006172839506172839,4.944444444444445,4.851851851851852,4.172839506172839
2,February,WA,AS,PSC,29.0,1.0,21.0,6.0,4.0,0.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,75.0,115.0,111.0,0.2413793103448276,0.20689655172413793,0.034482758620689655,3.9655172413793105,2.586206896551724,3.8275862068965516
2,February,WA,AS,SEA,5303.0,23.0,3262.0,1824.0,866.0,475.0,183.0,38.0,2018.0,1024.0,505.0,196.0,36.0,43899.0,49385.0,42736.0,0.38053931736752783,0.34395625117857814,0.0043371676409579485,9.31265321516123,8.278144446539695,8.058834621912125
2,February,WA,B6,SEA,58.0,0.0,25.0,23.0,17.0,8.0,5.0,2.0,33.0,18.0,11.0,4.0,1.0,847.0,934.0,849.0,0.5689655172413793,0.39655172413793105,0.0,16.103448275862068,14.60344827586207,14.637931034482758
2,February,WA,DL,GEG,186.0,0.0,133.0,37.0,17.0,11.0,9.0,4.0,53.0,25.0,17.0,10.0,4.0,1579.0,1962.0,1808.0,0.2849462365591398,0.1989247311827957,0.0,10.548387096774194,8.489247311827956,9.720430107526882
2,February,WA,DL,SEA,2190.0,2.0,1587.0,458.0,188.0,103.0,65.0,25.0,601.0,251.0,127.0,57.0,24.0,12167.0,14454.0,12086.0,0.27442922374429224,0.2091324200913242,0.0009132420091324201,6.6,5.555707762557078,5.518721461187215
2,February,WA,F9,SEA,81.0,0.0,54.0,31.0,14.0,7.0,6.0,1.0,27.0,11.0,7.0,4.0,1.0,1167.0,993.0,885.0,0.3333333333333333,0.38271604938271603,0.0,12.25925925925926,14.407407407407407,10.925925925925926
2,February,WA,G4,GEG,17.0,0.0,8.0,8.0,4.0,4.0,3.0,1.0,9.0,6.0,4.0,3.0,2.0,462.0,600.0,582.0,0.5294117647058824,0.47058823529411764,0.0,35.294117647058826,27.176470588235293,34.23529411764706
2,February,WA,G4,PSC,21.0,0.0,15.0,6.0,3.0,2.0,1.0,0.0,6.0,2.0,2.0,1.0,0.0,163.0,160.0,123.0,0.2857142857142857,0.2857142857142857,0.0,7.619047619047619,7.761904761904762,5.857142857142857
2,February,WA,HA,SEA,58.0,1.0,28.0,25.0,13.0,10.0,7.0,4.0,29.0,16.0,11.0,8.0,4.0,2609.0,2601.0,2509.0,0.5,0.43103448275862066,0.017241379310344827,44.8448275862069,44.98275862068966,43.258620689655174
2,February,WA,MQ,SEA,39.0,0.0,24.0,14.0,4.0,1.0,1.0,1.0,15.0,2.0,1.0,1.0,0.0,267.0,220.0,133.0,0.38461538461538464,0.358974358974359,0.0,5.641025641025641,6.846153846153846,3.41025641025641
2,February,WA,NK,SEA,58.0,1.0,40.0,17.0,12.0,10.0,4.0,2.0,17.0,11.0,8.0,4.0,2.0,846.0,801.0,776.0,0.29310344827586204,0.29310344827586204,0.017241379310344827,13.810344827586206,14.586206896551724,13.379310344827585
2,February,WA,OO,GEG,414.0,2.0,313.0,66.0,37.0,27.0,15.0,10.0,99.0,50.0,28.0,15.0,11.0,4614.0,4932.0,4616.0,0.2391304347826087,0.15942028985507245,0.004830917874396135,11.91304347826087,11.144927536231885,11.14975845410628
2,February,WA,OO,PSC,304.0,2.0,230.0,51.0,34.0,24.0,13.0,5.0,72.0,39.0,25.0,17.0,5.0,3157.0,3323.0,3105.0,0.23684210526315788,0.16776315789473684,0.006578947368421052,10.930921052631579,10.384868421052632,10.213815789473685
2,February,WA,OO,SEA,1929.0,3.0,1330.0,365.0,190.0,121.0,60.0,19.0,596.0,253.0,141.0,62.0,17.0,15081.0,17713.0,15642.0,0.30896837739761535,0.18921721099015035,0.0015552099533437014,9.182477967858995,7.818040435458787,8.10886469673406
2,February,WA,UA,GEG,58.0,0.0,36.0,15.0,9.0,5.0,3.0,0.0,22.0,9.0,6.0,2.0,0.0,475.0,506.0,421.0,0.3793103448275862,0.25862068965517243,0.0,8.724137931034482,8.189655172413794,7.258620689655173
2,February,WA,UA,SEA,525.0,1.0,362.0,132.0,81.0,68.0,40.0,18.0,162.0,90.0,70.0,40.0,20.0,8396.0,8950.0,8487.0,0.30857142857142855,0.25142857142857145,0.0019047619047619048,17.047619047619047,15.992380952380952,16.165714285714287
2,February,WA,WN,GEG,236.0,2.0,135.0,82.0,36.0,22.0,8.0,4.0,99.0,48.0,26.0,9.0,3.0,2094.0,2519.0,2195.0,0.4194915254237288,0.3474576271186441,0.00847457627118644,10.673728813559322,8.872881355932204,9.30084745762712
2,February,WA,WN,SEA,515.0,2.0,308.0,216.0,81.0,44.0,22.0,4.0,205.0,86.0,40.0,18.0,6.0,4651.0,4609.0,3869.0,0.39805825242718446,0.41941747572815535,0.003883495145631068,8.949514563106796,9.031067961165048,7.512621359223301
2,February,WI,9E,MKE,63.0,1.0,50.0,10.0,6.0,4.0,2.0,2.0,12.0,6.0,3.0,2.0,2.0,684.0,646.0,608.0,0.19047619047619047,0.15873015873015872,0.015873015873015872,10.253968253968255,10.857142857142858,9.65079365079365
2,February,WI,9E,MSN,47.0,1.0,38.0,6.0,3.0,3.0,2.0,2.0,8.0,4.0,3.0,3.0,3.0,686.0,771.0,755.0,0.1702127659574468,0.1276595744680851,0.02127659574468085,16.404255319148938,14.595744680851064,16.06382978723404
2,February,WI,AA,MKE,203.0,0.0,120.0,80.0,40.0,29.0,14.0,9.0,83.0,47.0,29.0,17.0,7.0,5645.0,5828.0,5575.0,0.4088669950738916,0.39408866995073893,0.0,28.70935960591133,27.807881773399014,27.463054187192117
2,February,WI,AA,MSN,159.0,0.0,102.0,53.0,32.0,22.0,13.0,6.0,57.0,32.0,25.0,12.0,4.0,2653.0,2482.0,2322.0,0.3584905660377358,0.3333333333333333,0.0,15.61006289308176,16.68553459119497,14.60377358490566
2,February,WI,AS,MKE,25.0,0.0,23.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,45.0,32.0,23.0,0.08,0.12,0.0,1.28,1.8,0.92
